q_scary,q_dream,q_desktop,q_better,q_remind,q_quote,q_sell,q_temperature,q_story,user_id,label
1 - Not Scary,3,4,People,"Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",20,15.0,"A time traveller wants to travel back in time to see the sprawling scenery of the rockies before humans started to develop towns, and various other attractions. Once he travels back in time his machine breaks! Instead of looking onto the beauty of the untouched rockies in awe, he is panicking trying to make a plan on where the raw materials he needs to fix his machine to travel back to his timeline may be located. ",181904,3
2,5 - Very Likely,3,Explosions,Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",15,15.0,"A  was climbing a  to get to a lookout spot and see the view over the valley. Upon reaching the top, he noticed a watchtower at the top and decided to climb into it to look over the valley from there.",210259,3
2,4,4,Cats,Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",15,10.0,Prototype 531: Looks like the time machine is far from a success,391971,3
5,3,1 - Not Likely,People,Teacher,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",0,15.0,"It looked like sadness and torture. Even though there were couple of thing that could make them enjoy their surroundings at the moment, they did not seem to chose that path. The imporatnce of choosing the right path has everything to do with how you feel now and in the future. Whether you feel happy and satisfied or not, it has everything to do with your choice and you always have to chose what is the best for you.",68673,3
1 - Not Scary,1 - Not Likely,3,"Cats,Explosions",Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",5,27.0,"I've lost track of the days but still, I stay on the lookout -beep. Although peaceful I know what lurks out there -beep. I know it's out there, it has to be -beep. Everything that I held dear to me has been tossed away all for the purpose of this research. All I need is any form of evidence, whether it be a picture, footprint, or even feces. I'm not sure how but this creature has an innate ability to jam any form of technology. This is why it has been so hard to take a picture or even find as the only way to search for it is with basic tools. ""Mhm. Is the voice recorder br-"". -beep.",411253,3
1 - Not Scary,5 - Very Likely,5 - Very Likely,"People,Fireworks","Parents,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",50,10.0,"At the top of a hill lived a retired veteran. He goes up to the lookout everyday to view the beautiful lake on the other side of mountains and draw it. One day, when he looked at the lake as usual, he noticed that the lake had dried up and nothing was left but desert. The veteran felt very sad, so he never went up to the watchtower again.",286732,3
5,3,1 - Not Likely,"People,Cats",Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",0,12.0,"The brook has climbed its bank
To look over into the world.
Trees are beginning to think . . .
They stretch themselves.
The bareness of the woods will go
If the pattern of the year is what I learned
Last Spring.",51310,3
1 - Not Scary,4,3,Fireworks,Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",30,23.0,The soldiers are probing,290183,3
1 - Not Scary,5 - Very Likely,3,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",15,22.0,A since partner just use their time-space machine travling to another space.,206546,3
3,2,3,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",20,15.0,"Cool. crisp, fresh air filled my nose. A windy breeze grazed my face. The valley was filled with greenery was everywhere I looked. I searched and scanned the surroundings for any other traces of humans to no avail. Ever since the disaster twenty years ago, humanity had regressed back into the stone ages. I decided that this place would be good to set up camp. I opened my bag, and laid out everything on the ground. Two hours had passed, and the tent was beautifully set up. “CAAAAAAAAAAAW, CAAAAAW"", echoed throughout the valley. I'd thought to myself, ""hmm crows, the existence of these birds means that humans must be nearby"". ",382743,3
1 - Not Scary,5 - Very Likely,3,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",100,10.0,"Having slept 2 hours, ben wakes up anxious to see the results of his last nights experiment. A 25 year old scientist, the lone survivor of the pandemic that killed every human. The goal of his life is to find life on other planets. He gets up, sees through his machines and still the same negative result. Its been 2 years and he now has a small farm and lives remotely with his dog. Still motivated he does another experiment on his machine and goes inside. Colors begin to fill the screen...",185361,3
1 - Not Scary,2,4,"Cats,Fireworks","Parents,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0.5,16.0,A lonely lookout atop a . A sea of green is all there to see. A lonely  looking into the distance on top of a wooden lookout.,317589,3
1 - Not Scary,3,4,"People,Cats",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",15,18.0,"Despite how vicious my scars may be, I can still enjoy the majesty of this valley.",42659,3
3,4,3,"People,Cats,Fireworks","Parents,Siblings","""And you're gonna hear me roar"" ~ Katy Perry=>4,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",5,17.0,"The image is a depiction of one of the homes from Series of Unfortunate Events. The house is unstable and shaky normally, but in this image, the weather is perfect, the waves are low, and the air is thin enough that the house is perfectly fine.",189943,3
